pl_name,hostname,sy_starnum,sy_planetnum,disc_year,disc_facility,T_orbit,orb_semimajor_AU,R_pl_earths,M_pl_earths,orb_eccentricity,avg_temp,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_grav_surface,rastr,right_asc,decstr,declination,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,star_id,Fe,O,S,Ca,Mg,C,Si,Ti,planet_letter,T_orbit_right,orb_eccentricity_right,orb_semimajor_AU_right,M_pl_earths_right,R_pl_earths_right,inclination,atm_main_gases,atm_percentages,atm_trace_gases,pl_insolation
CoRoT-12 b,CoRoT-12,1,1,2010,CoRoT,2.828042,0.04016,16.14,291.438,0.07,1442,-,5675.0,1.12,1.08,0.16,[Fe/H],4.38,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37,15.588,13.557,15.3453,CoRoT-12,0.38,0.0,0.0,0.14,0.31,0.0,0.21,0.37,b,2.83,0.05,0.04,0.92,1.44,85.48,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,21427.38815566821
CoRoT-2 b,CoRoT-2,2,1,2008,CoRoT,1.7429935,0.02798,16.432,1102.82,0.0143,1521,-,5625.0,0.91,0.96,0.04,[Fe/H],4.53,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283,12.516,10.31,12.2489,CoRoT-2,0.1,0.01,0.0,-0.02,-0.11,0.01,-0.18,0.04,b,1.74,0.0,0.0,0.0,0.0,87.84,O|N|H2O|S|CO2,11.46679789392885|45.8671915757154|24.378412322492736|0.46209409101546284|17.325504116847554,CH4|NH4|NH3|SO2,22969.76100290972
CoRoT-28 b,CoRoT-28,1,1,2015,CoRoT,5.20851,0.0603,10.705,153.82972,0.047,,G8/9 IV,5150.0,1.78,1.01,0.15,[Fe/H],3.6,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183,13.783,11.032,13.4119,CoRoT 652180991,0.26,0.02,0.0,0.27,0.19,0.15,0.15,0.19,b,5.21,0.05,0.06,0.48,0.95,88.1,O|N|H2O|S|CO2,10.811026114735467|43.24410445894187|22.984241519927597|0.4257505066744948|22.03487739972057,CH4|NH4|NH3|SO2,20018.124732622047
CoRoT-4 b,CoRoT-4,1,1,2008,CoRoT,9.20205,0.09,13.34,228.83,0.0,1074,-,6190.0,1.17,1.16,0.05,,4.41,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412,13.652,12.288,13.5613,CoRoT-4,0.36,0.0,0.0,0.15,0.08,0.0,0.01,0.28,b,9.2,0.14,0.09,0.7,1.19,90.0,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,15986.610932021895
CoRoT-5 b,CoRoT-5,1,1,2009,CoRoT,4.0378962,0.04947,15.558,148.42,0.09,1438,F9 V,6100.0,1.19,1.0,-0.25,[M/H],4.19,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472,14.043,12.546,13.9021,CoRoT-5,0.15,0.0,0.0,0.12,-0.07,0.0,0.01,0.26,b,4.04,0.09,0.05,0.47,1.39,85.83,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,CH4|NH4|NH3|SO2,21378.50241469706
CoRoT-7 b,CoRoT-7,1,3,2009,CoRoT,0.85359163,0.017016,1.681,4.07661,0.0,1756,G9 V,5275.0,0.83,0.82,0.05,[Fe/H],4.5,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,11.728,9.806,11.5239,CoRoT-7,0.07,0.02,0.0,0.11,0.07,0.01,0.05,0.1,b,0.85,0.0,0.0,0.02,0.14,80.98,None,None,None,26389.23813250353
CoRoT-7 c,CoRoT-7,1,3,2009,CoRoT,3.698,0.046,2.83,8.4,0.0,,G9 V,5256.0,0.86,0.9,0.06,[M/H],4.52,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,11.728,9.806,11.5239,CoRoT-7,0.07,0.02,0.0,0.11,0.07,0.01,0.05,0.1,c,3.7,0.0,0.0,0.04,0.0,0.0,None,None,None,16278.70101729949
CoRoT-7 d,CoRoT-7,1,3,2022,La Silla Observatory,8.966,,4.31,17.142,0.0765,,G9 V,5250.0,0.84,0.92,0.02,[Fe/H],4.57,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,11.728,9.806,11.5239,CoRoT-7,0.07,0.02,0.0,0.11,0.07,0.01,0.05,0.1,d,8.97,0.0,0.0,0.05,0.0,0.0,O|N|H2O|S|CO2,11.513650370289561|46.054601481158244|24.478020687235603|0.4534206491410099|17.000306812175584,CH4|NH4|NH3|SO2,3439.6241376760754
CoRoT-8 b,CoRoT-8,1,1,2010,CoRoT,6.21229,0.063,6.39,69.92,0.0,870,K1 V,5080.0,0.77,0.88,0.3,[M/H],4.58,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.037,14.792,11.463,14.2195,CoRoT-8,0.43,0.0,0.0,0.26,0.28,0.0,0.22,0.37,b,6.21,0.0,0.06,0.22,0.57,88.4,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,12721.340601469323
CoRoT-9 b,CoRoT-9,2,1,2009,CoRoT,95.272656,0.4021,11.949,266.9772,0.133,420,G3 V,5625.0,0.96,0.96,-0.01,[Fe/H],4.54,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.98,13.637,11.688,13.5008,CoRoT-9,0.19,0.0,0.0,0.06,0.02,0.0,0.01,0.1,b,95.27,0.13,0.4,0.85,1.07,89.9,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,6202.66300705035
DMPP-1 b,DMPP-1,1,4,2019,La Silla Observatory,18.57,0.1462,5.29,24.27,0.083,877,F8 V,6196.0,1.26,1.21,,,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032,HD  38677,0.22,-0.01,0.05,0.16,0.13,0.23,0.25,0.19,b,18.57,0.08,0.15,0.08,0.0,0.0,O|N|H2O|S,13.870792304541865|55.48316921816746|29.489304439456003|0.6567340378346735,SO2,13000.34952455865
DMPP-1 c,DMPP-1,1,4,2019,La Silla Observatory,6.584,0.0733,3.06,9.6,0.057,1239,F8 V,6196.0,1.26,1.21,,,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032,HD  38677,0.22,-0.01,0.05,0.16,0.13,0.23,0.25,0.19,c,6.58,0.06,0.07,0.03,0.0,0.0,None,None,None,18373.495411197782
DMPP-1 d,DMPP-1,1,4,2019,La Silla Observatory,2.882,0.0422,1.65,3.35,0.07,1632,F8 V,6196.0,1.26,1.21,,,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032,HD  38677,0.22,-0.01,0.05,0.16,0.13,0.23,0.25,0.19,d,2.88,0.07,0.04,0.01,0.0,0.0,None,None,None,24206.481510149773
DMPP-1 e,DMPP-1,1,4,2019,La Silla Observatory,5.516,0.0651,1.86,4.13,0.07,1314,F8 V,6196.0,1.26,1.21,,,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032,HD  38677,0.22,-0.01,0.05,0.16,0.13,0.23,0.25,0.19,e,5.52,0.07,0.07,0.01,0.0,0.0,None,None,None,19489.351981808908
DMPP-3 A b,DMPP-3 A,2,1,2019,La Silla Observatory,6.6732,0.0662,1.41,2.58,0.14,854,K0 V,5138.0,0.91,0.87,0.18,[Fe/H],4.3,06h06m29.85s,91.624382,-72d30m45.6s,-72.5126648,45.23,9.066,7.061,8.854298,HD  42936,0.23,0.48,0.0,0.25,0.39,0.48,0.19,0.24,b,6.67,0.0,0.07,0.01,0.0,0.0,None,None,None,13591.838138832947
DMPP-4 b,DMPP-4,1,1,2023,Multiple Observatories,3.4982,0.04853,3.53,12.2,0.063,,F5-F8 V,6400.0,1.38,1.25,-0.007,[Fe/H],4.24,19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069,25.3284,5.72936,4.494,5.60037,HD 184960,0.02,0.0,0.04,0.12,0.02,0.0,0.02,-0.04,b,3.5,0.06,0.05,0.04,0.0,0.0,None,None,None,24405.62430784019
EPIC 206024342 b,EPIC 206024342,1,3,2019,K2,4.50756,,1.7,3.53,0.0765,,-,5724.0,0.82,0.93,-0.22,[Fe/H],4.59,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.096,11.487,12.9682,K2-299,-0.37,-0.1,0.0,-0.35,-0.34,-0.35,-0.29,-0.35,b,4.51,0.0,0.0,0.0,0.15,0.0,O|N|H2O|S,13.861965156244441|55.447860624977764|29.47053792217568|0.7196362966021208,CH4|NH4|NH3|SO2,3705.259187395651
EPIC 206024342 c,EPIC 206024342,1,3,2021,K2,0.911724,,1.4,2.54,0.0765,,-,5724.0,1.1,0.93,-0.22,[Fe/H],4.5,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.096,11.487,12.9682,K2-299,-0.37,-0.1,0.0,-0.35,-0.34,-0.35,-0.29,-0.35,c,0.91,0.0,0.0,0.0,0.12,91.7,O|N|H2O|S,13.861965156244441|55.447860624977764|29.47053792217568|0.7196362966021208,NH4|NH3|SO2,4291.489054549071
EPIC 206024342 d,EPIC 206024342,1,3,2021,K2,14.647531,,2.6,7.27,0.0765,,-,5724.0,1.1,0.93,-0.22,[Fe/H],4.5,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.096,11.487,12.9682,K2-299,-0.37,-0.1,0.0,-0.35,-0.34,-0.35,-0.29,-0.35,d,14.65,0.0,0.0,0.0,0.23,90.0,O|N|H2O|S|CO2,12.394781986578348|49.57912794631339|26.351306503465565|0.6434682893423534|10.531315274300356,CH4|NH4|NH3|SO2,4291.489054549071
GJ 143 b,GJ 143,1,2,2019,Transiting Exoplanet Survey Satellite (TESS),35.61253,0.1915,2.61,22.7,0.188,422,K4.5,4640.0,0.7,0.73,0.003,[Fe/H],4.61,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,16.32,8.08,5.375,7.67906,HD  21749,-0.01,0.0,0.0,0.12,-0.03,-0.11,-0.03,0.34,b,35.59,0.33,0.19,0.1,0.0,0.0,O|N|H2O|S|CO2,11.930326191745882|47.72130476698353|25.363873483651748|0.49197221409261377|13.992523343526225,CH4|NH4|NH3|SO2,6319.663211126521
GJ 15 A b,GJ 15 A,2,2,2014,W. M. Keck Observatory,11.4407,0.072,1.55,3.03,0.094,550,M1,3607.0,0.38,0.38,-0.34,[Fe/H],4.87,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.56228,8.09,4.018,7.2162,HD   1326,-0.39,-0.37,0.0,-0.15,-0.16,-0.32,-0.18,0.0,b,11.44,0.09,0.07,0.01,0.0,0.0,O|N|H2O|S,13.776070430255508|55.10428172102203|29.28792573472321|1.3317221139992446,SO2,5920.6090053058015
GJ 15 A c,GJ 15 A,2,2,2018,Roque de los Muchachos Observatory,7600.0,5.4,6.67,36.0,0.27,,M1,3607.0,0.38,0.38,-0.34,[Fe/H],4.87,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.56228,8.09,4.018,7.2162,HD   1326,-0.39,-0.37,0.0,-0.15,-0.16,-0.32,-0.18,0.0,c,7600.0,0.27,5.4,0.11,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,679.5847896714467
GJ 180 b,GJ 180,1,3,2014,Multiple Observatories,17.133,0.092,2.43,6.49,0.07,,M2 V,3371.0,0.41,0.43,,,4.81,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,11.9407,10.914,6.598,9.93395,L  736-30,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,17.38,0.11,0.1,0.03,0.0,0.0,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,CH4|NH4|NH3|SO2,5088.01026674265
GJ 180 c,GJ 180,1,3,2014,Multiple Observatories,24.329,0.129,2.41,6.4,0.09,,M2 V,3371.0,0.41,0.43,,,4.81,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,11.9407,10.914,6.598,9.93395,L  736-30,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c,24.33,0.09,0.13,0.02,0.0,0.0,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,4294.382697945107
GJ 180 d,GJ 180,1,3,2020,Multiple Facilities,106.3,0.309,2.66,7.56,0.14,,M3,3811.5,0.41,0.43,,,4.81,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,11.9407,10.914,6.598,9.93395,L  736-30,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d,106.3,0.14,0.31,0.02,0.0,0.0,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,3132.5715935544217
GJ 2030 b,GJ 2030,1,2,2022,Multiple Observatories,2.38129,0.034,2.03,4.76743,0.239,,-,5485.0,2.24,0.96,-0.4,[M/H],3.72,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429,37.0788,6.20902,4.417,6.02088,HD  21019,-0.42,-0.28,-0.44,-0.3,-0.27,-0.33,-0.35,-0.3,b,2.38,0.24,0.03,0.01,0.0,0.0,None,None,None,31657.897347252252
GJ 2030 c,GJ 2030,1,2,2022,Multiple Observatories,25533.11353,16.761,12.3,4069.15709,0.041,,-,5485.0,2.24,0.96,-0.4,[M/H],3.72,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429,37.0788,6.20902,4.417,6.02088,HD  21019,-0.42,-0.28,-0.44,-0.3,-0.27,-0.33,-0.35,-0.3,c,25530.0,0.04,16.76,12.8,0.0,17.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,1434.7797578149998
GJ 229 A c,GJ 229,2,2,2020,Multiple Facilities,121.93268,0.384,2.87,8.58137,0.366,,M1.5V,3912.54,0.46,0.51,,,4.69,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.75624,8.15,4.166,7.30724,HD  42581,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c,122.0,0.19,0.34,0.02,0.0,0.0,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,3028.6844176952973
GJ 229 b,GJ 229,2,2,2014,Multiple Observatories,579.47495,1.086,3.97,14.93794,0.404,,M1/M2 V,3564.0,0.46,0.51,,,4.69,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.75624,8.15,4.166,7.30724,HD  42581,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,579.47,0.4,1.09,0.05,0.0,0.0,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,1637.4065272454418
GJ 251 b,GJ 251,1,1,2020,W. M. Keck Observatory,14.238,0.0818,1.83,4.0,0.1,351,M3.0 V,3451.0,0.36,0.36,-0.03,[Fe/H],4.96,06h54m48.06s,103.7002499,+33d15m59.27s,33.2664632,5.58057,9.89,5.275,8.85518,HD 265866,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,14.24,0.1,0.08,0.01,0.0,0.0,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,NH4|NH3|SO2,5171.759017652779
GJ 3021 b,GJ 3021,2,1,2000,La Silla Observatory,133.71,0.49,13.1,1071.04,0.511,350,G6 V,5540.0,0.9,0.9,0.1,[Fe/H],4.7,00h16m15.22s,4.0634323,-79d51m05.12s,-79.8514218,17.5559,6.59,4.859,6.39729,HD   1237,0.12,0.03,0.05,0.16,0.06,0.12,0.09,0.15,b,133.71,0.51,0.49,3.37,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,5266.679181238702
GJ 3222 b,GJ 3222,2,1,2022,Multiple Observatories,10.66669,0.091,3.4,11.44182,0.929,,K0V,5257.46,0.93,0.89,0.16,[M/H],4.43,03h23m35.34s,50.8972464,-40d04m34.44s,-40.0762325,18.23817,6.9,4.767,,HD  21175,0.08,0.07,0.68,0.1,0.15,0.06,0.16,0.05,b,10.67,0.93,0.09,0.04,0.0,0.0,O|N|H2O|S,13.641364264239677|54.56545705695871|29.001540425773552|2.291638253028064,SO2,11116.980197991043
GJ 328 b,GJ 328,1,2,2013,McDonald Observatory,3771.0,4.11,13.3,797.7493,0.227,,M0.0,3897.0,0.63,0.65,-0.06,[Fe/H],4.64,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011,20.5266,9.99,6.352,9.2861,BD+02  2098,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,b,4100.0,0.37,4.5,2.3,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,1085.4087743864782
GJ 328 c,GJ 328,1,2,2023,Roque de los Muchachos Observatory,241.8,0.657,4.91,21.4,0.0765,,M0.0,3897.0,0.63,0.65,-0.06,[Fe/H],4.64,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011,20.5266,9.99,6.352,9.2861,BD+02  2098,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,c,241.8,0.0,0.66,0.07,0.0,0.0,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,2727.909996326992
GJ 338 B b,GJ 338 B,2,1,2020,Calar Alto Observatory,24.422,0.142,3.25,10.6,0.109,391,M0 V,4014.0,0.58,0.64,-0.03,[Fe/H],4.68,09h14m22.00s,138.5916722,+52d41m00.68s,52.6835211,6.33256,7.7,4.136,7.04775,HD  79211,0.1,-0.18,0.0,-0.03,0.02,-0.08,0.05,0.0,b,24.45,0.11,0.14,0.03,0.0,0.0,O|N|H2O|S,13.841716348857663|55.36686539543065|29.42748895767139|0.8639292980402836,CH4|NH4|NH3|SO2,5793.627169591181
GJ 357 b,GJ 357,1,3,2019,Transiting Exoplanet Survey Satellite (TESS),3.9306,0.036,1.2,1.84,0.0765,518,M2.5 V,3505.0,0.34,0.34,-0.12,[Fe/H],4.94,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181,10.91,6.475,9.88036,L  678-39,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,3.93,0.0,0.0,0.0,0.11,0.0,None,None,None,7699.95650501812
GJ 357 c,GJ 357,1,3,2019,Multiple Observatories,9.1247,0.061,1.66,3.4,0.0765,401,M2.5 V,3505.0,0.34,0.34,-0.12,[Fe/H],4.94,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181,10.91,6.475,9.88036,L  678-39,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c,9.12,0.0,0.06,0.01,0.0,0.0,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,SO2,5915.270439129158
GJ 357 d,GJ 357,1,3,2019,Multiple Observatories,55.661,0.204,2.34,6.1,0.0765,220,M2.5 V,3505.0,0.34,0.34,-0.12,[Fe/H],4.94,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181,10.91,6.475,9.88036,L  678-39,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d,55.66,0.0,0.2,0.02,0.0,0.0,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,3234.628722557638
GJ 393 b,GJ 393,1,1,2021,Multiple Observatories,7.02679,0.05402,1.17,1.71,0.0765,485,M2.0 V,3579.0,0.43,0.43,-0.09,[Fe/H],4.88,10h28m54.93s,157.2288672,+00d50m16.25s,0.8378485,7.03149,9.65,5.311,8.67373,BD+01  2447,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,7.03,0.0,0.05,0.01,0.0,0.0,None,None,None,7218.229361411746
GJ 3942 b,GJ 3942,1,1,2017,Roque de los Muchachos Observatory,6.905,0.0608,2.57,7.14,0.121,590,M0,3867.0,0.61,0.63,-0.04,[Fe/H],4.65,16h09m03.49s,242.2645452,+52d56m38.92s,52.9441443,16.9287,10.166,6.331,9.40765,MCC 759,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,b,6.91,0.12,0.06,0.02,0.0,0.0,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,SO2,8744.482431157105
GJ 3988 b,GJ 3988,1,1,2023,Calar Alto Observatory,6.9442,0.0405,1.74,3.69,0.0,348,M4.5 V,3273.0,0.2,0.18,-0.12,[Fe/H],4.92,17h03m24.09s,255.8503747,+51d24m32.33s,51.4089795,9.9105,13.627,7.921,11.9925,G 203-42,0.27,0.0,0.0,0.21,0.24,0.0,0.0,0.56,b,6.94,0.0,0.04,0.01,0.0,0.0,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,NH4|SO2,5209.878221366242
GJ 411 b,GJ 411,1,2,2019,Haute-Provence Observatory,12.9394,0.07879,1.45,2.69,0.063,350,M1.5 V,3719.0,0.37,0.39,-0.362,[Fe/H],4.9,11h03m20.27s,165.834471,+35d58m20.34s,35.972317,5.675773,7.49,3.501,,HD  95735,-0.44,-0.3,0.0,-0.23,-0.17,-0.34,-0.31,-0.21,b,12.94,0.06,0.08,0.01,0.0,0.0,O|N|H2O|S,13.803572524771399|55.214290099085595|29.346395187663987|1.1357421884790189,SO2,5763.244443421594
GJ 436 b,GJ 436,1,1,2004,W. M. Keck Observatory,2.64388312,0.0291,4.17,22.1,0.13827,686,M2.5 V,3586.11,0.46,0.47,0.099,[Fe/H],4.79,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,9.75321,10.67,6.073,9.57148,Ross  905,0.12,0.0,0.0,0.1,0.32,0.0,0.07,0.31,b,2.64,0.16,0.03,0.08,0.37,86.86,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,CH4|NH4|NH3|SO2,10173.536024704525
GJ 463 b,GJ 463,1,1,2022,Multiple Observatories,3448.0,3.53,13.0,1144.18227,0.09,,M3 V,3540.0,0.49,0.49,,,4.86,12h22m58.57s,185.7440496,+64d01m56.75s,64.0324311,18.3554,11.595,7.122,10.5462,Ross  690,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,3448.0,0.09,3.53,3.4,0.0,27.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,942.4511918658756
GJ 480 b,GJ 480,1,1,2020,Multiple Observatories,9.567,0.068,3.69,13.2,0.1,,M3.5 Ve,3381.0,0.46,0.45,,,4.78,12h38m51.22s,189.7134226,+11d41m42.25s,11.6950708,14.2358,11.49,6.691,10.3249,Wolf  433,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,9.57,0.1,0.07,0.04,0.0,0.0,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,CH4|NH4|NH3|SO2,6281.861438840737
GJ 504 b,GJ 504,1,1,2013,Subaru Telescope,,43.5,13.0,1271.3,0.0765,510,G0 V,6234.0,1.26,1.22,0.28,[Fe/H],4.6,13h16m46.16s,199.192348,+09d25m29.92s,9.4249781,17.5299,5.18799,4.033,5.04156,* e Vir,0.19,0.18,0.01,0.24,0.25,0.15,0.19,0.25,b,0.0,0.0,43.5,4.0,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,758.4369508321942
GJ 514 b,GJ 514,1,1,2022,Multiple Observatories,140.43,0.422,2.13,5.2,0.45,202,M0.5-1.0 V,3728.0,0.5,0.51,-0.14,[Fe/H],4.76,13h30m00.97s,202.5040424,+10d22m21.14s,10.3725387,7.61778,9.05,5.036,8.20621,BD+11  2576,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,140.43,0.45,0.42,0.02,0.0,0.0,O|N|H2O|S|CO2,11.465557590920213|45.86223036368085|24.375775438296372|0.47280649859464796|17.323630108507903,CH4|NH4|NH3|SO2,2857.3314046845626
GJ 536 b,GJ 536,1,1,2016,La Silla Observatory,8.7076,0.06661,2.17,5.36,0.08,,M1 V,3685.0,0.5,0.52,-0.08,[Fe/H],4.75,14h01m02.33s,210.2597264,-02d39m08.24s,-2.6522901,10.4092,9.71,5.683,8.85881,HD 122303,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,8.71,0.08,0.07,0.02,0.0,0.0,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,SO2,7216.4206860048125
GJ 581 b,GJ 581,1,3,2005,La Silla Observatory,5.3686,0.04061,4.11,15.8,0.0,,M3 V,3396.0,0.33,0.31,-0.088,[Fe/H],4.89,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981,10.57,5.837,9.411,BD-07  4003,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,5.37,0.0,0.04,0.05,0.0,0.0,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,CH4|NH4|NH3|SO2,6934.293781114222
GJ 581 c,GJ 581,1,3,2007,La Silla Observatory,12.914,0.0721,2.21,5.5,0.0,,M3 V,3396.0,0.33,0.31,-0.088,[Fe/H],4.89,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981,10.57,5.837,9.411,BD-07  4003,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c,12.93,0.17,0.07,0.02,0.0,0.0,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,CH4|NH4|NH3|SO2,5204.1655034710875
GJ 581 e,GJ 581,1,3,2009,La Silla Observatory,3.149,0.02815,1.17,1.7,0.0,,M3 V,3396.0,0.33,0.31,-0.088,[Fe/H],4.89,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981,10.57,5.837,9.411,BD-07  4003,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e,3.15,0.0,0.03,0.01,0.0,0.0,None,None,None,8328.744363347043
GJ 625 b,GJ 625,1,1,2017,Multiple Observatories,14.628,0.078361,1.49,2.82,0.13,,M2,3499.0,0.31,0.3,-0.38,[Fe/H],4.94,16h25m25.39s,246.3557854,+54d18m12.10s,54.3033625,6.47249,10.066,5.833,9.13702,G 202-48,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,14.63,0.13,0.08,0.01,0.0,0.0,O|N|H2O|S,13.882615912614964|55.53046365045986|29.514441430219414|0.5724790067057718,SO2,4967.091049927691
GJ 649 b,GJ 649,1,1,2009,W. M. Keck Observatory,600.1,1.112,10.8,81.99973,0.083,,M1.0,3734.0,0.5,0.51,-0.15,[Fe/H],4.76,16h58m08.72s,254.5363221,+25d44m31.10s,25.7419719,10.3796,9.7,5.624,8.81875,BD+25  3173,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,604.8,0.17,1.13,0.28,0.0,0.0,H|He,71|27,H2|He4|N2|C|O2|S|H2O|CO2|CH4|NH4|NH3|SO2,1789.529885680645
